後攻,増G,デスガイド,RB,緊テレ,抹殺,n,大量妨害,n,n,n,n,n,負け,ユベル
先攻,うらら,リオン,ミアンダ,緊テレ,泡影,n,うらら,n,n,n,n,n,勝ち,天盃龍
先攻,うらら,キャリー,抹殺,泡影,スタートエンジン,n,n,n,n,n,n,n,勝ち,ユベル
先攻,増G,ベイゴマ,うらら,泡影,スタートエンジン,n,泡影,n,n,n,n,n,勝ち,焔聖騎士
後攻,泡影,ベイゴマ,フォクシー,サイコウィールダー,緊テレ,n,抹殺,大量妨害,ハンデス,n,n,n,負け,キマイラ
後攻,うさぎ,タケトンボ,キャリー,RB,フォクシー,泡影,ガンマ,増G,1妨害,n,n,n,負け,センチュリオン
後攻,ヴェーラー,ヴェーラー,うらら,ベターラック,泡影,n,大量妨害,n,n,n,n,n,負け,ラビュリンス
先攻,増G,わらし,リオン,RB,緊テレ,n,増G,うらら,泡影,n,n,n,勝ち,天盃龍
先攻,ベイゴマ,うさぎ,三戦,泡影,フルアーマード,n,泡影,n,n,n,n,n,負け,斬機
先攻,ヴェーラー,うさぎ,うさぎ,サイコウィールダー,ベターラック,n,増G,n,n,n,n,n,勝ち,霊獣
先攻,ベイゴマ,うらら,ベターラック,大参上,泡影,n,増G,n,n,n,n,n,勝ち,天盃龍
先攻,増G,うらら,わらし,サイコトラッカー,三戦,n,うらら,泡影,n,n,n,n,勝ち,リチュア
先攻,ヴェーラー,わらし,リオン,クラッタ,大参上,n,n,n,n,n,n,n,勝ち,サンドラ
先攻,デスガイド,ベイゴマ,タケトンボ,うらら,サイコウィールダー,n,大嵐,ライスト,n,n,n,n,勝ち,天盃龍
先攻,増G,うさぎ,サイコトラッカー,抹殺,緊テレ,n,増G,ヴェーラー,マグナムート,n,n,n,負け,天盃龍
先攻,増G,デスガイド,デスガイド,タケトンボ,うらら,n,増G,泡影,n,n,n,n,負け,天盃龍
後攻,増G,タケトンボ,サイコウィールダー,キャリー,三戦,n,大量妨害,n,n,n,n,n,負け,ティアラ
先攻,うさぎ,ベイゴマ,サイコウィールダー,キャリー,キャリー,n,泡影,ブラックホール,三戦,n,n,n,負け,天盃龍
先攻,ヴェーラー,ベイゴマ,リオン,三戦,ベターラック,n,n,n,n,n,n,n,勝ち,n
後攻,うさぎ,タケトンボ,リオン,クラッタ,三戦,n,大量妨害,ハンデス,n,n,n,n,負け,キマイラ
後攻,デスガイド,ベイゴマ,サイコトラッカー,RB,抹殺,ヴェーラー,大量妨害,n,n,n,n,n,負け,粛声
先攻,増G,わらし,クラッタ,成金,泡影,n,ガンマ,n,n,n,n,n,負け,恐竜
後攻,サイコトラッカー,リオン,RB,墓穴,抹殺,n,大量妨害,n,n,n,n,n,負け,相剣
先攻,増G,タケトンボ,キャリー,ミアンダ,墓穴,フルアーマード,n,n,n,n,n,n,勝ち,炎王
先攻,タケトンボ,わらし,クラッタ,墓穴,抹殺,n,n,n,n,n,n,n,負け,天盃龍
先攻,成金,サイコトラッカー,キャリー,クラッタ,三戦,n,ドロバ,n,n,n,n,n,負け,天盃龍
先攻,ヴェーラー,うさぎ,うらら,キャリー,抹殺,n,アトラクター,n,n,n,n,n,勝ち,霊獣
先攻,デスガイド,デスガイド,ヴェーラー,わらし,特攻ダグ,n,n,n,n,n,n,n,勝ち,ティアラ
後攻,ベイゴマ,ベイゴマ,タケトンボ,キャリー,うらら,抹殺,1妨害,ロック,n,n,n,n,勝ち,n
後攻,ベイゴマ,サイコトラッカー,ベターラック,わらし,ミアンダ,フルアーマード,うらら,ニビル,n,n,n,n,負け,n
後攻,増G,うらら,ベイゴマ,サイコトラッカー,キャリー,2ドロー,n,n,n,n,n,n,勝ち,RR
先攻,成金,わらし,三戦,増G,RB,リオン,ブーン,n,n,n,n,n,勝ち,戦士GR
先攻,うさぎ,うらら,わらし,泡影,泡影,n,n,n,n,n,n,n,勝ち,転生
後攻,ベイゴマ,わらし,サイコトラッカー,大参上,スタートエンジン,抹殺,大量妨害,n,n,n,n,n,負け,ラビュリンス
先攻,ヴェーラー,ベイゴマ,うらら,サイコウィールダー,特攻ダグ,n,三戦の号,n,n,n,n,n,勝ち,烙印ティアラ
先攻,デスガイド,デスガイド,うさぎ,タケトンボ,墓穴,n,増G,うらら,n,n,n,n,負け,転生
後攻,デスガイド,キャリー,ミアンダ,フォクシー,RB,大参上,増G,うらら,ニビル,n,n,n,負け,霊獣
先攻,ベイゴマ,セアミン,リオン,抹殺,泡影,n,増G,n,n,n,n,n,勝ち,n
先攻,デスガイド,サイコトラッカー,特攻ダグ,わらし,フルアーマード,n,増G,n,n,n,n,n,負け,天盃龍
後攻,サイコトラッカー,サイコウィールダー,ベターラック,抹殺,スタートエンジン,フォクシー,大量妨害,n,n,n,n,n,負け,センチュリオン
先攻,ヴェーラー,うさぎ,ベイゴマ,フォクシー,緊テレ,n,n,n,n,n,n,n,勝ち,n
後攻,うらら,うらら,サイコウィールダー,キャリー,泡影,n,1妨害,n,n,n,n,n,勝ち,ティアラ
先攻,増G,デスガイド,キャリー,クラッタ,ベターラック,n,うらら,泡影,一滴,n,n,n,勝ち,天盃龍
後攻,デスガイド,デスガイド,ベイゴマ,墓穴,抹殺,ミアンダ,大量妨害,n,n,n,n,n,負け,ユベル
先攻,ベイゴマ,わらし,ヴェーラー,抹殺,泡影,n,ガンマ,ハゥフニス,n,n,n,n,勝ち,ティアラ
後攻,デスガイド,ベイゴマ,ベイゴマ,増G,ヴェーラー,n,墓穴,2妨害,n,n,n,n,勝ち,斬機
後攻,うさぎ,ベイゴマ,うらら,フォクシー,フルアーマード,n,大量妨害,抹殺,n,n,n,n,負け,斬機
後攻,ヴェーラー,特攻ダグ,フォクシー,緊テレ,スタートエンジン,キャリー,1妨害,増G,n,n,n,n,勝ち,粛声
先攻,リオン,サイコウィールダー,ヴェーラー,うらら,泡影,n,増G,n,n,n,n,n,勝ち,n
後攻,ベイゴマ,サイコトラッカー,キャリー,緊テレ,泡影,キャリー,大量妨害,n,n,n,n,n,負け,クシャ
後攻,デスガイド,サイコウィールダー,リオン,キャリー,キャリー,ベターラック,ロック,2妨害,n,n,n,n,負け,サンドラ
先攻,タケトンボ,サイコウィールダー,サイコトラッカー,緊テレ,セアミン,n,増G,n,n,n,n,n,負け,天盃龍
先攻,セアミン,サイコトラッカー,サイコトラッカー,増G,ヴェーラー,n,増G,三戦,n,n,n,n,勝ち,ユベル
先攻,ベイゴマ,ベイゴマ,フォクシー,抹殺,泡影,n,n,n,n,n,n,n,勝ち,n
先攻,リオン,サイコウィールダー,抹殺,泡影,うらら,n,n,n,n,n,n,n,勝ち,ノイド
先攻,うらら,うらら,セアミン,セアミン,サイコトラッカー,n,うらら,n,n,n,n,n,負け,氷結界
先攻,デスガイド,サイコトラッカー,セアミン,リオン,緊テレ,n,増G,n,n,n,n,n,負け,転生
先攻,ベイゴマ,うらら,サイコウィールダー,クラッタ,フォクシー,n,泡影,n,n,n,n,n,負け,クシャ
先攻,ヴェーラー,うらら,フォクシー,ベターラック,緊テレ,n,n,n,n,n,n,n,勝ち,バージェストマ
先攻,ベイゴマ,サイコウィールダー,ベターラック,泡影,スタートエンジン,n,泡影,うらら,n,n,n,n,負け,破械
先攻,ヴェーラー,ヴェーラー,増G,ベターラック,キャリー,n,ドロバ,n,n,n,n,n,負け,天盃龍
先攻,セアミン,キャリー,増G,墓穴,フルアーマード,n,増G,n,n,n,n,n,勝ち,天盃龍
後攻,ヴェーラー,わらし,ベターラック,デスガイド,スタートエンジン,n,大量妨害,ロック,n,n,n,n,負け,ユベル
先攻,ヴェーラー,デスガイド,サイコトラッカー,緊テレ,ベターラック,n,増G,n,n,n,n,n,負け,斬機
先攻,うさぎ,うらら,サイコトラッカー,キャリー,泡影,n,増G,n,n,n,n,n,勝ち,みかんこ
先攻,うらら,わらし,フルアーマード,墓穴,大参上,n,増G,n,n,n,n,n,負け,覇王
先攻,ベイゴマ,サイコトラッカー,フォクシー,墓穴,抹殺,n,増G,うらら,一滴,さんげんそう,n,n,負け,天盃龍
後攻,増G,うらら,ベイゴマ,RB,抹殺,n,うらら,三戦,n,n,n,n,負け,覇王
先攻,ヴェーラー,うらら,サイコトラッカー,サイコウィールダー,ベターラック,n,うらら,超融合,ライスト,n,n,n,勝ち,天盃龍
先攻,ヴェーラー,増G,墓穴,タケトンボ,大参上,n,サンボル,さんげんそう,うらら,n,n,n,負け,天盃龍
先攻,デスガイド,ベイゴマ,うらら,リオン,泡影,n,うらら,n,n,n,n,n,勝ち,n
先攻,ベイゴマ,セアミン,フォクシー,ベターラック,泡影,n,増G,n,n,n,n,n,勝ち,天盃龍
先攻,タケトンボ,うらら,フォクシー,フォクシー,緊テレ,n,泡影,n,n,n,n,n,負け,天盃龍
後攻,タケトンボ,うらら,リオン,キャリー,ベターラック,泡影,ロック,3妨害,n,n,n,n,負け,メタビ
後攻,増G,デスガイド,デスガイド,ベイゴマ,サイコウィールダー,3ドロー,ロック,泡影,増G,n,n,n,勝ち,幻奏
後攻,ヴェーラー,ベイゴマ,キャリー,墓穴,抹殺,n,墓穴,大量妨害,n,n,n,n,負け,マドルチェ
後攻,ヴェーラー,リオン,リオン,セアミン,フォクシー,n,大量妨害,n,n,n,n,n,負け,竜剣士
先攻,ガンマ,ベイゴマ,サイコトラッカー,クラッタ,スタートエンジン,n,増G,さんげんそう,n,n,n,n,負け,天盃龍
先攻,デスガイド,うらら,サイコウィールダー,リオン,RB,n,うらら,わらし,n,n,n,n,勝ち,天盃龍
先攻,ベイゴマ,タケトンボ,クラッタ,墓穴,スタートエンジン,n,泡影,うらら,n,n,n,n,負け,ゴーティス
後攻,デスガイド,サイコトラッカー,フォクシー,緊テレ,三戦,ベターラック,増G,大量妨害,n,n,n,n,負け,マドルチェ
先攻,ヴェーラー,デスガイド,RB,墓穴,三戦,n,ヴェーラー,n,n,n,n,n,勝ち,キマイラ
後攻,デスガイド,ベイゴマ,わらし,墓穴,ベターラック,泡影,2妨害,n,n,n,n,n,勝ち,ユベル
後攻,デスガイド,わらし,サイコトラッカー,キャリー,抹殺,n,大量妨害,n,n,n,n,n,負け,幻影
後攻,うらら,わらし,サイコウィールダー,クラッタ,ベターラック,ミアンダ,2妨害,n,n,n,n,n,負け,ラビュリンス
先攻,ベイゴマ,うさぎ,クラッタ,ミアンダ,ベターラック,n,うらら,泡影,一滴,墓穴,n,n,勝ち,天盃龍
後攻,増G,うらら,ベイゴマ,サイコトラッカー,RB,n,うらら,抹殺,n,n,n,n,負け,焔聖騎士
先攻,ベイゴマ,サイコウィールダー,リオン,スタートエンジン,フルアーマード,n,n,n,n,n,n,n,勝ち,n
先攻,サイコウィールダー,墓穴,ベターラック,大参上,泡影,n,泡影,泡影,うさぎ,クロウ,n,n,勝ち,天盃龍
後攻,ヴェーラー,デスガイド,うらら,ベターラック,大参上,わらし,大量妨害,n,n,n,n,n,負け,PUNK
後攻,デスガイド,タケトンボ,ミアンダ,RB,スタートエンジン,n,大量妨害,n,n,n,n,n,負け,十二獣
後攻,ヴェーラー,キャリー,墓穴,抹殺,スタートエンジン,n,n,n,n,n,n,n,負け,プランキッズ
先攻,増G,うさぎ,サイコウィールダー,墓穴,スタートエンジン,n,うらら,n,n,n,n,n,勝ち,センチュリオン
先攻,増G,うらら,リオン,RB,泡影,n,うらら,三戦,n,n,n,n,負け,ユベル
後攻,うらら,わらし,わらし,抹殺,大参上,ベイゴマ,増G,n,n,n,n,n,勝ち,粛声
先攻,デスガイド,ベイゴマ,サイコトラッカー,リオン,n,アトラクター,うらら,泡影,n,n,n,n,勝ち,n
後攻,ヴェーラー,わらし,リオン,特攻ダグ,泡影,n,大量妨害,三戦,n,n,n,n,負け,ライロ
後攻,ヴェーラー,うらら,サイコウィールダー,クラッタ,墓穴,キャリー,n,n,n,n,n,n,勝ち,ティアラ
先攻,わらし,キャリー,キャリー,抹殺,ベターラック,n,泡影,わらし,n,n,n,n,勝ち,十二獣
先攻,ヴェーラー,増G,うさぎ,デスガイド,タケトンボ,うらら,クロック,ストービー,n,n,n,n,勝ち,ラビュリンス
後攻,ベイゴマ,ベイゴマ,サイコトラッカー,キャリー,特攻ダグ,n,n,n,n,n,n,n,勝ち,n
先攻,デスガイド,デスガイド,ヴェーラー,タケトンボ,ベターラック,n,増G,増G,n,n,n,n,負け,空牙団
先攻,増G,うらら,デスガイド,ミアンダ,ベターラック,n,n,n,n,n,n,n,勝ち,n
後攻,増G,うらら,わらし,デスガイド,特攻ダグ,抹殺,増G,n,n,n,n,n,勝ち,キマイラ
先攻,うさぎ,サイコトラッカー,ヴェーラー,墓穴,大参上,n,泡影,大嵐,さんげんそう,一滴,n,n,勝ち,天盃龍
後攻,ヴェーラー,うらら,キャリー,クラッタ,ベターラック,n,ロック,n,n,n,n,n,勝ち,メタビ
後攻,ヴェーラー,うさぎ,RB,大参上,スタートエンジン,n,大量妨害,n,n,n,n,n,負け,霊獣
後攻,ヴェーラー,サイコウィールダー,特攻ダグ,大参上,フルアーマード,n,n,n,n,n,n,n,勝ち,クシャ
先攻,デスガイド,タケトンボ,うらら,クラッタ,大参上,n,増G,泡影,n,n,n,n,負け,天盃龍
先攻,ヴェーラー,デスガイド,RB,墓穴,抹殺,n,ガンマ,n,n,n,n,n,勝ち,焔聖騎士
後攻,デスガイド,うさぎ,ベイゴマ,RB,ベターラック,ミアンダ,大量妨害,n,n,n,n,n,負け,烙印
先攻,デスガイド,ヴェーラー,わらし,泡影,泡影,n,増G,ハーピィ,n,n,n,n,負け,斬機
先攻,ベイゴマ,うらら,大参上,泡影,泡影,n,うらら,ハーピィ,一滴,n,n,n,負け,天盃龍
先攻,ベイゴマ,セアミン,リオン,RB,緊テレ,n,泡影,n,n,n,n,n,勝ち,n
後攻,ヴェーラー,うらら,リオン,墓穴,ベターラック,セアミン,2妨害,墓穴,増G,n,n,n,負け,センチュリオン
後攻,ヴェーラー,増G,うらら,サイコウィールダー,緊テレ,2ドロー,ガンマ,うらら,うさぎ,n,n,n,勝ち,センチュリオン
先攻,ヴェーラー,特攻ダグ,RB,墓穴,ベターラック,n,n,n,n,n,n,n,勝ち,キマイラ
後攻,うさぎ,サイコトラッカー,セアミン,リオン,フルアーマード,n,大量妨害,n,n,n,n,n,負け,粛声
先攻,ヴェーラー,増G,サイコトラッカー,ベターラック,ベターラック,n,うらら,墓穴,n,n,n,n,負け,キマイラ
後攻,増G,セアミン,キャリー,墓穴,スタートエンジン,n,n,n,n,n,n,n,勝ち,ティアラ
後攻,うさぎ,セアミン,特攻ダグ,ベターラック,ベターラック,n,大量妨害,n,n,n,n,n,負け,ティアラ
後攻,デスガイド,セアミン,キャリー,緊テレ,大参上,ベイゴマ,大量妨害,n,n,n,n,n,負け,R-ACE
後攻,うらら,サイコトラッカー,キャリー,フォクシー,ベターラック,うさぎ,1妨害,n,n,n,n,n,負け,粛声
後攻,増G,サイコトラッカー,キャリー,墓穴,スタートエンジン,n,n,n,n,n,n,n,勝ち,n
先攻,増G,ベイゴマ,わらし,緊テレ,泡影,n,泡影,ヴェーラー,うらら,三戦,n,n,負け,粛声
先攻,デスガイド,サイコウィールダー,リオン,RB,デスガイド,n,ヴェーラー,うさぎ,n,n,n,n,負け,天盃龍
先攻,ベイゴマ,ベイゴマ,リオン,ベターラック,フルアーマード,n,ドロバ,n,n,n,n,n,負け,幻奏
先攻,増G,うさぎ,セアミン,抹殺,スタートエンジン,n,泡影,一滴,n,n,n,n,勝ち,天盃龍
